Number Label Degrees_Longitude Degrees_Latitude
117	C117	116.766029	-26.826223
118	C118	116.764242	-26.822014
119	C119	116.766702	-26.823405
120	C120	116.766589	-26.825350
121	C121	116.762120	-26.823737
122	C122	116.764577	-26.822347
123	C123	116.766230	-26.823427
124	C124	116.767275	-26.824819
125	C125	116.762431	-26.826536
126	C126	116.766926	-26.826170
127	C127	116.762017	-26.826510
128	C128	116.762293	-26.826236
129	C129	116.761721	-26.825412
130	C130	116.764044	-26.827190
131	C131	116.766713	-26.824153
132	C132	116.766149	-26.826722
133	C133	116.766822	-26.822956
134	C134	116.765376	-26.822244
135	C135	116.761643	-26.825075
136	C136	116.767520	-26.825336
137	C137	116.762634	-26.823011
138	C138	116.764710	-26.821908
139	C139	116.763122	-26.822552
140	C140	116.762278	-26.825896
141	C141	116.766820	-26.826535
142	C142	116.764240	-26.826802
143	C143	116.766154	-26.827041
144	C144	116.767423	-26.824436
145	C145	116.766655	-26.825906
146	C146	116.766188	-26.822883
147	C147	116.766964	-26.824634
148	C148	116.764408	-26.822662
149	C149	116.766485	-26.822711
150	C150	116.766518	-26.823742
151	C151	116.761334	-26.824511
152	C152	116.761231	-26.825502
153	C153	116.768638	-26.825290
154	C154	116.760593	-26.825797
155	C155	116.765095	-26.821180
156	C156	116.765322	-26.828037
157	C157	116.762756	-26.827846
158	C158	116.764037	-26.827921
159	C159	116.768360	-26.826014
160	C160	116.760999	-26.826409
161	C161	116.764026	-26.820966
162	C162	116.761869	-26.822713
163	C163	116.767660	-26.826753
164	C164	116.766550	-26.827708
165	C165	116.768613	-26.824588
166	C166	116.765352	-26.821415
167	C167	116.765931	-26.827347
168	C168	116.761083	-26.823727
169	C169	116.767777	-26.825921
170	C170	116.760961	-26.823380
171	C171	116.766194	-26.827559
172	C172	116.765820	-26.827763
173	C173	116.764557	-26.828513
174	C174	116.767146	-26.826916
175	C175	116.762707	-26.821488
176	C176	116.761330	-26.822911
177	C177	116.763432	-26.827994
178	C178	116.761199	-26.824877
179	C179	116.764473	-26.821356
180	C180	116.767705	-26.823511
181	C181	116.767757	-26.824142
182	C182	116.761381	-26.823442
183	C183	116.766763	-26.821567
184	C184	116.762320	-26.827926
185	C185	116.761881	-26.826842
186	C186	116.761150	-26.824165
187	C187	116.767896	-26.825514
188	C188	116.768237	-26.824703
189	C189	116.768044	-26.823397
190	C190	116.768501	-26.824141
191	C191	116.764875	-26.827733
192	C192	116.761476	-26.827182
193	C193	116.763711	-26.821158
194	C194	116.762289	-26.827364
195	C195	116.766542	-26.821819
196	C196	116.767063	-26.822335
197	C197	116.764542	-26.827617
198	C198	116.768253	-26.825240
199	C199	116.761061	-26.822577
200	C200	116.766963	-26.825281
201	C201	116.763407	-26.828422
202	C202	116.763710	-26.827613
203	C203	116.760337	-26.824692
204	C204	116.765294	-26.828362
205	C205	116.760879	-26.824586
206	C206	116.765375	-26.827689
207	C207	116.765960	-26.820936
208	C208	116.765545	-26.820807
209	C209	116.766013	-26.821414
210	C210	116.765662	-26.821596
211	C211	116.765670	-26.821170
212	C212	116.766314	-26.821209
213	C213	116.760087	-26.825420
214	C214	116.760796	-26.825438
215	C215	116.760206	-26.825010
216	C216	116.760032	-26.825854
217	C217	116.759756	-26.825604
218	C218	116.760513	-26.825215
219	C219	116.767651	-26.827818
220	C220	116.767289	-26.827655
221	C221	116.767330	-26.827218
222	C222	116.766967	-26.827824
223	C223	116.767572	-26.827459
224	C224	116.766877	-26.827488
225	E1-1	116.762766	-26.820177
226	E1-2	116.762428	-26.819915
227	E1-3	116.762739	-26.819764
228	E1-4	116.762133	-26.819726
229	E1-5	116.762995	-26.819502
230	E1-6	116.762413	-26.819229
231	E2-1	116.757581	-26.821060
232	E2-2	116.757141	-26.820755
233	E2-3	116.758274	-26.820631
234	E2-4	116.757685	-26.820621
235	E2-5	116.757247	-26.820345
236	E2-6	116.757964	-26.820303
237	E3-1	116.753051	-26.825745
238	E3-2	116.753412	-26.825718
239	E3-3	116.752579	-26.825400
240	E3-4	116.753335	-26.825339
241	E3-5	116.752968	-26.825310
242	E3-6	116.753061	-26.824977
243	E4-1	116.752047	-26.834316
244	E4-2	116.752450	-26.834234
245	E4-3	116.752493	-26.833862
246	E4-4	116.752893	-26.833792
247	E4-5	116.751915	-26.833702
248	E4-6	116.752236	-26.833335
249	N1-1	116.760150	-26.829010
250	N1-2	116.760699	-26.828980
251	N1-3	116.761057	-26.828913
252	N1-4	116.760485	-26.828726
253	N1-5	116.760844	-26.828635
254	N1-6	116.760244	-26.828320
255	N2-1	116.764205	-26.832357
256	N2-2	116.763423	-26.832352
257	N2-3	116.763774	-26.832212
258	N2-4	116.763423	-26.832032
259	N2-5	116.764198	-26.831899
260	N2-6	116.763739	-26.831788
261	N3-1	116.771122	-26.833549
262	N3-2	116.770726	-26.833545
263	N3-3	116.770291	-26.833368
264	N3-4	116.770884	-26.833256
265	N3-5	116.770381	-26.832981
266	N3-6	116.770920	-26.832798
267	N4-1	116.779321	-26.830097
268	N4-2	116.779181	-26.829792
269	N4-3	116.779529	-26.829718
270	N4-4	116.778850	-26.829466
271	N4-5	116.779513	-26.829364
272	N4-6	116.779120	-26.829086
273	S1-1	116.770363	-26.826151
274	S1-2	116.769989	-26.825918
275	S1-3	116.769612	-26.825856
276	S1-4	116.770355	-26.825835
277	S1-5	116.770099	-26.825451
278	S1-6	116.770484	-26.825378
279	S2-1	116.772083	-26.821895
280	S2-2	116.771474	-26.821768
281	S2-3	116.771815	-26.821640
282	S2-4	116.771239	-26.821401
283	S2-5	116.772159	-26.821320
284	S2-6	116.771859	-26.821045
285	S3-1	116.769971	-26.816019
286	S3-2	116.769628	-26.815629
287	S3-3	116.769085	-26.815554
288	S3-4	116.770116	-26.815505
289	S3-5	116.769277	-26.815236
290	S3-6	116.769728	-26.815144
291	S4-1	116.761865	-26.811172
292	S4-2	116.761339	-26.811102
293	S4-3	116.762165	-26.810926
294	S4-4	116.761686	-26.810747
295	S4-5	116.761886	-26.810453
296	S4-6	116.761322	-26.810439
297	E5-1	116.758749	-26.843947
298	E5-2	116.759311	-26.843663
299	E5-3	116.758716	-26.843605
300	E5-4	116.758290	-26.843486
301	E5-5	116.759069	-26.843275
302	E5-6	116.758776	-26.842968
303	E6-1	116.771777	-26.849754
304	E6-2	116.772182	-26.849620
305	E6-3	116.771708	-26.849253
306	E6-4	116.772312	-26.849154
307	E6-5	116.771308	-26.849082
308	E6-6	116.772074	-26.848862
309	E7-1	116.790668	-26.848669
310	E7-2	116.791026	-26.848549
311	E7-3	116.790322	-26.848482
312	E7-4	116.791348	-26.848393
313	E7-5	116.790653	-26.848062
314	E7-6	116.791001	-26.847903
315	E8-1	116.811674	-26.836345
316	E8-2	116.812200	-26.836162
317	E8-3	116.811233	-26.836094
318	E8-4	116.812044	-26.835776
319	E8-5	116.811677	-26.835749
320	E8-6	116.811190	-26.835686
321	E9-1	116.826111	-26.810232
322	E9-2	116.826483	-26.809954
323	E9-3	116.826081	-26.809793
324	E9-4	116.826800	-26.809593
325	E9-5	116.826478	-26.809455
326	E9-6	116.826012	-26.809454
327	S5-1	116.749127	-26.811526
328	S5-2	116.749055	-26.811098
329	S5-3	116.749687	-26.810914
330	S5-4	116.748661	-26.810880
331	S5-5	116.749292	-26.810823
332	S5-6	116.748872	-26.810596
333	S6-1	116.736938	-26.818498
334	S6-2	116.737457	-26.818488
335	S6-3	116.737203	-26.818258
336	S6-4	116.737633	-26.817996
337	S6-5	116.736778	-26.817967
338	S6-6	116.737246	-26.817808
339	S7-1	116.728649	-26.833747
340	S7-2	116.728176	-26.833480
341	S7-3	116.729007	-26.833422
342	S7-4	116.728652	-26.833214
343	S7-5	116.728896	-26.832941
344	S7-6	116.728237	-26.832887
345	S8-1	116.729674	-26.856095
346	S8-2	116.730058	-26.856074
347	S8-3	116.730406	-26.855748
348	S8-4	116.730092	-26.855595
349	S8-5	116.729710	-26.855485
350	S8-6	116.730010	-26.855182
351	S9-1	116.747881	-26.880736
352	S9-2	116.747398	-26.880576
353	S9-3	116.747870	-26.880339
354	S9-4	116.747308	-26.880220
355	S9-5	116.748317	-26.880014
356	S9-6	116.747535	-26.879929
357	N5-1	116.785100	-26.820149
358	N5-2	116.785528	-26.820065
359	N5-3	116.784877	-26.819838
360	N5-4	116.785277	-26.819701
361	N5-5	116.785792	-26.819516
362	N5-6	116.785225	-26.819379
363	N6-1	116.784335	-26.807054
364	N6-2	116.784902	-26.807032
365	N6-3	116.784519	-26.806776
366	N6-4	116.784133	-26.806751
367	N6-5	116.784920	-26.806712
368	N6-6	116.784594	-26.806360
369	N7-1	116.773972	-26.792811
370	N7-2	116.773577	-26.792698
371	N7-3	116.774315	-26.792696
372	N7-4	116.774586	-26.792472
373	N7-5	116.774211	-26.792345
374	N7-6	116.773852	-26.792231
375	N8-1	116.751543	-26.782860
376	N8-2	116.752285	-26.782636
377	N8-3	116.751354	-26.782585
378	N8-4	116.751788	-26.782444
379	N8-5	116.751450	-26.782254
380	N8-6	116.752084	-26.782137
381	N9-1	116.719349	-26.784507
382	N9-2	116.719617	-26.784239
383	N9-3	116.718822	-26.784186
384	N9-4	116.719240	-26.784085
385	N9-5	116.719478	-26.783760
386	N9-6	116.718931	-26.783730
387	E10-1	116.834737	-26.861763
388	E10-2	116.834348	-26.861596
389	E10-3	116.835312	-26.861553
390	E10-4	116.834763	-26.861256
391	E10-5	116.834467	-26.860949
392	E10-6	116.835196	-26.860906
393	E11-1	116.864158	-26.858786
394	E11-2	116.863612	-26.858706
395	E11-3	116.863842	-26.858343
396	E11-4	116.864610	-26.858290
397	E11-5	116.863635	-26.858054
398	E11-6	116.864304	-26.857972
399	E12-1	116.867204	-26.906809
400	E12-2	116.866775	-26.906530
401	E12-3	116.866208	-26.906467
402	E12-4	116.867125	-26.906299
403	E12-5	116.866743	-26.906141
404	E12-6	116.866336	-26.906127
405	E13-1	116.940108	-26.830641
406	E13-2	116.939289	-26.830614
407	E13-3	116.939731	-26.830517
408	E13-4	116.939310	-26.830256
409	E13-5	116.939966	-26.830219
410	E13-6	116.939664	-26.830027
411	E14-1	116.992232	-26.799027
412	E14-2	116.991687	-26.798668
413	E14-3	116.992048	-26.798639
414	E14-4	116.992636	-26.798507
415	E14-5	116.991919	-26.798214
416	E14-6	116.992529	-26.798202
417	E15-1	117.015858	-26.697322
418	E15-2	117.015588	-26.697088
419	E15-3	117.016253	-26.696913
420	E15-4	117.015605	-26.696732
421	E15-5	117.015992	-26.696678
422	E15-6	117.015170	-26.696673
423	E16-1	117.100835	-26.690552
424	E16-2	117.100395	-26.690394
425	E16-3	117.101444	-26.690314
426	E16-4	117.100601	-26.690081
427	E16-5	117.100989	-26.689984
428	E16-6	117.100610	-26.689749
429	S10-1	116.693469	-26.863649
430	S10-2	116.693648	-26.863321
431	S10-3	116.694041	-26.863290
432	S10-4	116.693320	-26.863141
433	S10-5	116.693703	-26.862868
434	S10-6	116.693211	-26.862804
435	S11-1	116.666840	-26.899338
436	S11-2	116.667218	-26.899316
437	S11-3	116.667416	-26.899012
438	S11-4	116.666246	-26.898997
439	S11-5	116.666747	-26.898867
440	S11-6	116.666728	-26.898537
441	S12-1	116.621806	-26.865515
442	S12-2	116.621284	-26.865376
443	S12-3	116.620902	-26.865246
444	S12-4	116.621555	-26.865146
445	S12-5	116.621315	-26.864829
446	S12-6	116.621702	-26.864709
447	S13-1	116.654655	-26.949801
448	S13-2	116.654305	-26.949743
449	S13-3	116.654670	-26.949451
450	S13-4	116.654123	-26.949297
451	S13-5	116.655011	-26.949178
452	S13-6	116.654436	-26.949147
453	S14-1	116.672445	-27.012759
454	S14-2	116.672174	-27.012492
455	S14-3	116.672636	-27.012373
456	S14-4	116.673004	-27.012266
457	S14-5	116.672114	-27.012139
458	S14-6	116.672613	-27.011835
459	S15-1	116.735093	-27.064053
460	S15-2	116.734652	-27.063774
461	S15-3	116.735083	-27.063735
462	S15-4	116.735505	-27.063594
463	S15-5	116.734524	-27.063479
464	S15-6	116.735073	-27.063184
465	S16-1	116.724963	-27.127749
466	S16-2	116.724478	-27.127616
467	S16-3	116.725356	-27.127528
468	S16-4	116.724809	-27.127363
469	S16-5	116.724343	-27.127298
470	S16-6	116.725060	-27.127139
471	N10-1	116.762912	-26.751059
472	N10-2	116.762557	-26.750917
473	N10-3	116.762200	-26.750863
474	N10-4	116.762970	-26.750685
475	N10-5	116.762611	-26.750566
476	N10-6	116.762329	-26.750314
477	N11-1	116.805183	-26.721969
478	N11-2	116.804825	-26.721822
479	N11-3	116.805228	-26.721612
480	N11-4	116.804888	-26.721498
481	N11-5	116.805607	-26.721450
482	N11-6	116.805139	-26.721082
483	N12-1	116.724645	-26.713010
484	N12-2	116.725441	-26.712946
485	N12-3	116.724987	-26.712770
486	N12-4	116.725359	-26.712470
487	N12-5	116.724472	-26.712441
488	N12-6	116.725011	-26.712401
489	N13-1	116.680013	-26.685021
490	N13-2	116.680420	-26.684924
491	N13-3	116.679794	-26.684752
492	N13-4	116.680207	-26.684558
493	N13-5	116.679823	-26.684350
494	N13-6	116.680239	-26.684223
495	N14-1	116.625183	-26.661822
496	N14-2	116.625496	-26.661671
497	N14-3	116.625204	-26.661384
498	N14-4	116.624826	-26.661360
499	N14-5	116.625443	-26.661072
500	N14-6	116.624882	-26.660975
501	N15-1	116.545123	-26.705166
502	N15-2	116.545647	-26.705023
503	N15-3	116.544798	-26.704816
504	N15-4	116.545209	-26.704746
505	N15-5	116.545527	-26.704601
506	N15-6	116.544824	-26.704405
507	N16-1	116.452447	-26.601372
508	N16-2	116.453122	-26.601151
509	N16-3	116.452556	-26.600975
510	N16-4	116.453024	-26.600811
511	N16-5	116.452198	-26.600761
512	N16-6	116.452584	-26.600613
